9.511625	-2.000125	10	768.860895721	100	278.0
9.668375	-2.000125	10	768.860895721	100	352.0
9.809625	-2.000125	8	768.860895721	90	338.0
9.820875	-2.000125	14	768.860895721	90	278.0
9.821875	-2.000125	6	768.860895721	99	324.0
9.822875	-2.000125	11	768.860895721	72	285.0
9.823125	-2.000125	11	768.860895721	90	328.0
9.866625	-2.000125	9	768.860895721	100	323.0
9.867125	-2.000125	14	768.860895721	90	334.0
9.892875	-2.000125	11	768.860895721	99	320.0
9.928375	-2.000125	9	768.860895721	95	293.0
9.947875	-2.000125	13	768.860895721	90	248.0
9.952375	-2.000125	6	768.860895721	99	260.0
9.952625	-2.000125	6	768.860895721	99	260.0
9.953625	-2.000125	13	768.860895721	90	261.0
9.417125	-2.000375	10	768.860781692	100	338.0
9.512375	-2.000375	1	768.860781692	100	273.0
9.512625	-2.000375	1	768.860781692	100	269.0
9.600375	-2.000375	14	768.860781692	90	287.0
9.766625	-2.000375	13	768.860781692	78	295.0
9.822375	-2.000375	14	768.860781692	90	289.0
9.923625	-2.000375	15	768.860781692	90	284.0
9.923875	-2.000375	15	768.860781692	90	294.0
9.924125	-2.000375	15	768.860781692	90	289.0
9.953375	-2.000375	13	768.860781692	90	256.0
9.953625	-2.000375	13	768.860781692	90	263.0
9.953875	-2.000375	13	768.860781692	90	264.0
9.417375	-2.000625	10	768.860667654	100	334.0
9.417625	-2.000625	10	768.860667654	100	333.0
9.417875	-2.000625	10	768.860667654	63	175.0
9.512125	-2.000625	1	768.860667654	100	278.0
9.512375	-2.000625	1	768.860667654	97	266.0
9.512625	-2.000625	1	768.860667654	97	263.0
9.512875	-2.000625	1	768.860667654	100	274.0
9.513125	-2.000625	1	768.860667654	100	278.0
9.689625	-2.000625	7	768.860667654	90	328.0
9.816625	-2.000625	13	768.860667654	85	263.0
9.818625	-2.000625	13	768.860667654	90	282.0
9.822625	-2.000625	11	768.860667654	90	290.0
9.822875	-2.000625	11	768.860667654	76	263.0
9.823125	-2.000625	11	768.860667654	90	329.0
9.869125	-2.000625	2	768.860667654	100	330.0
9.923875	-2.000625	15	768.860667654	90	307.0
9.924125	-2.000625	15	768.860667654	90	304.0
9.953375	-2.000625	13	768.860667654	90	285.0
9.953625	-2.000625	13	768.860667654	90	283.0
9.958625	-2.000625	3	768.860667654	90	248.0
9.962375	-2.000625	4	768.860667654	81	246.0
9.962625	-2.000625	4	768.860667654	81	251.0
