polyname,bound1,bound2,bound3,bound4,iso,adm1,adm2,thresh,loss_year,area
ifl_2013,1,1,1,1,BRA,14,129,75,8,371353.082441
ifl_2013__wdpa,1,1,1,1,BRA,14,129,75,11,149551.637426
admin,1,1,1,1,BRA,14,129,75,14,71507373.7513
admin,1,1,1,1,BRA,14,129,30,15,79903.2312008
admin,1,1,1,1,BRA,14,129,50,1,766799.5919550001
admin,1,1,1,1,BRA,14,129,0,15,251247.20899999997
ifl_2013,1,1,1,1,BRA,14,129,75,7,785782.54241
landmark,1,1,1,1,BRA,14,129,0,16,13810.784953999999
wdpa,1,1,1,1,BRA,14,129,75,4,1927056.0836900002
admin,1,1,1,1,BRA,14,129,75,3,19699969.1957
wdpa,1,1,1,1,BRA,14,129,50,4,1533.93959269
ifl_2013__wdpa,1,1,1,1,BRA,14,129,50,4,1533.93959269
ifl_2013__wdpa,1,1,1,1,BRA,14,129,0,16,766.922508537
admin,1,1,1,1,BRA,14,129,0,6,9987.21809962
admin,1,1,1,1,BRA,14,129,75,4,52408540.8329
landmark,1,1,1,1,BRA,14,129,75,15,2222760.6189
admin,1,1,1,1,BRA,14,129,50,6,542363.530924
admin,1,1,1,1,BRA,14,129,10,17,38416.90732
wdpa,1,1,1,1,BRA,14,129,75,13,773669.932096
admin,1,1,1,1,BRA,14,129,10,2,1535.68733595
admin,1,1,1,1,BRA,14,129,50,2,69915.7199772
admin,1,1,1,1,BRA,14,129,25,5,4610.06790958
admin,1,1,1,1,BRA,14,129,75,17,127728797.294
ifl_2013__wdpa,1,1,1,1,BRA,14,129,75,5,92043.5765653
ifl_2013,1,1,1,1,BRA,14,129,75,15,10375831.3057
wdpa,1,1,1,1,BRA,14,129,75,5,1561638.77115
landmark,1,1,1,1,BRA,14,129,30,16,3067.88528121
admin,1,1,1,1,BRA,14,129,0,12,101425.247909
ifl_2013,1,1,1,1,BRA,14,129,75,2,318359.021025
admin,1,1,1,1,BRA,14,129,25,8,4609.61739831
admin,1,1,1,1,BRA,14,129,20,16,33037.791816000004
admin,1,1,1,1,BRA,14,129,30,6,53776.485228900005
admin,1,1,1,1,BRA,14,129,10,9,3842.17412331
ifl_2013,1,1,1,1,BRA,14,129,10,16,1533.54622295
wdpa,1,1,1,1,BRA,14,129,75,6,1972346.7683400002
admin,1,1,1,1,BRA,14,129,20,5,768.3998046539999
ifl_2013,1,1,1,1,BRA,14,129,75,13,400612.482946
ifl_2013__wdpa,1,1,1,1,BRA,14,129,50,16,7669.26869881
ifl_2013__landmark,1,1,1,1,BRA,14,129,50,16,7669.26869881
admin,1,1,1,1,BRA,14,129,50,9,356531.562533
wdpa,1,1,1,1,BRA,14,129,75,7,921780.410277
admin,1,1,1,1,BRA,14,129,75,5,50624258.6303
admin,1,1,1,1,BRA,14,129,10,5,2304.67831463
admin,1,1,1,1,BRA,14,129,0,13,226670.42942800003
wdpa,1,1,1,1,BRA,14,129,25,16,766.956592866
ifl_2013__landmark,1,1,1,1,BRA,14,129,10,16,1533.54622295
ifl_2013,1,1,1,1,BRA,14,129,75,1,285446.272345
admin,1,1,1,1,BRA,14,129,0,9,14599.1318313
admin,1,1,1,1,BRA,14,129,15,14,40720.8330336
admin,1,1,1,1,BRA,14,129,50,17,510144.274068
wdpa,1,1,1,1,BRA,14,129,75,16,1632295.46909
landmark,1,1,1,1,BRA,14,129,75,3,870320.1428879999
admin,1,1,1,1,BRA,14,129,0,14,703052.244107
landmark,1,1,1,1,BRA,14,129,50,10,2303.7265936
admin,1,1,1,1,BRA,14,129,10,13,3073.00067036
admin,1,1,1,1,BRA,14,129,15,7,768.420541261
admin,1,1,1,1,BRA,14,129,25,14,43023.9377104
admin,1,1,1,1,BRA,14,129,0,10,3073.70802461
admin,1,1,1,1,BRA,14,129,75,12,63460116.0191
admin,1,1,1,1,BRA,14,129,20,13,9988.82317207
admin,1,1,1,1,BRA,14,129,50,15,204351.391202
admin,1,1,1,1,BRA,14,129,50,13,123694.605074
landmark,1,1,1,1,BRA,14,129,0,15,1535.79210196
ifl_2013__landmark,1,1,1,1,BRA,14,129,75,15,1465908.9234799999
admin,1,1,1,1,BRA,14,129,10,11,4608.9707769
admin,1,1,1,1,BRA,14,129,50,11,407953.74369699997
landmark,1,1,1,1,BRA,14,129,75,4,1992303.5302099998
wdpa,1,1,1,1,BRA,14,129,75,14,1602566.94169
admin,1,1,1,1,BRA,14,129,50,5,551580.815738
ifl_2013,1,1,1,1,BRA,14,129,75,10,356839.963473
admin,1,1,1,1,BRA,14,129,30,3,26122.4301242
admin,1,1,1,1,BRA,14,129,15,11,3841.14298385
wdpa,1,1,1,1,BRA,14,129,0,17,1534.72902449
admin,1,1,1,1,BRA,14,129,25,15,12293.4313872
admin,1,1,1,1,BRA,14,129,30,1,165969.422174
ifl_2013,1,1,1,1,BRA,14,129,75,4,296921.70008000004
ifl_2013__landmark,1,1,1,1,BRA,14,129,75,1,216356.835167
admin,1,1,1,1,BRA,14,129,15,16,32269.359589099997
admin,1,1,1,1,BRA,14,129,25,17,45335.6039827
admin,1,1,1,1,BRA,14,129,25,12,1536.78743209
wdpa,1,1,1,1,BRA,14,129,75,12,2594246.29005
landmark,1,1,1,1,BRA,14,129,15,15,767.6748923539999
admin,1,1,1,1,BRA,14,129,15,8,2305.13493275
wdpa,1,1,1,1,BRA,14,129,50,16,13804.076240600001
ifl_2013,1,1,1,1,BRA,14,129,75,3,377400.817896
admin,1,1,1,1,BRA,14,129,30,7,15363.773025499999
admin,1,1,1,1,BRA,14,129,10,1,9989.07625014
landmark,1,1,1,1,BRA,14,129,50,17,4603.91095168
admin,1,1,1,1,BRA,14,129,10,8,3841.40668908
admin,1,1,1,1,BRA,14,129,10,6,3073.53315407
admin,1,1,1,1,BRA,14,129,15,17,33806.8796331
landmark,1,1,1,1,BRA,14,129,75,10,1263652.61545
ifl_2013,1,1,1,1,BRA,14,129,75,16,29846985.8465
ifl_2013__wdpa,1,1,1,1,BRA,14,129,75,13,140375.237567
ifl_2013__wdpa,1,1,1,1,BRA,14,129,75,16,505444.24663599994
admin,1,1,1,1,BRA,14,129,50,10,29959.3015861
ifl_2013__landmark,1,1,1,1,BRA,14,129,75,10,254744.03954
landmark,1,1,1,1,BRA,14,129,0,1,1535.82400237
admin,1,1,1,1,BRA,14,129,30,2,6145.99869655
admin,1,1,1,1,BRA,14,129,30,17,200536.509014
admin,1,1,1,1,BRA,14,129,10,4,14598.3591754
wdpa,1,1,1,1,BRA,14,129,0,16,7667.49540418
landmark,1,1,1,1,BRA,14,129,50,6,1535.78404831
admin,1,1,1,1,BRA,14,129,0,2,6912.63715388
landmark,1,1,1,1,BRA,14,129,75,17,12745695.775
admin,1,1,1,1,BRA,14,129,50,16,557737.511819
wdpa,1,1,1,1,BRA,14,129,50,14,1534.94471875
wdpa,1,1,1,1,BRA,14,129,10,16,1533.54622295
admin,1,1,1,1,BRA,14,129,50,7,88348.135454
wdpa,1,1,1,1,BRA,14,129,75,3,824269.833901
admin,1,1,1,1,BRA,14,129,75,8,46366083.8798
landmark,1,1,1,1,BRA,14,129,75,12,4389583.55665
landmark,1,1,1,1,BRA,14,129,75,8,2287837.62586
wdpa,1,1,1,1,BRA,14,129,75,8,2200332.60482
landmark,1,1,1,1,BRA,14,129,30,14,767.885872291
wdpa,1,1,1,1,BRA,14,129,50,17,4603.91095168
admin,1,1,1,1,BRA,14,129,50,12,277357.785509
landmark,1,1,1,1,BRA,14,129,50,1,767.8997707230001
admin,1,1,1,1,BRA,14,129,10,7,1536.3841695
admin,1,1,1,1,BRA,14,129,20,15,9988.94843973
ifl_2013__wdpa,1,1,1,1,BRA,14,129,75,14,908501.4034969999
landmark,1,1,1,1,BRA,14,129,0,17,1534.72902449
landmark,1,1,1,1,BRA,14,129,0,11,1533.65703334
landmark,1,1,1,1,BRA,14,129,75,16,9521820.172869999
admin,1,1,1,1,BRA,14,129,20,17,39186.8452994
admin,1,1,1,1,BRA,14,129,0,5,13827.9000039
ifl_2013__landmark,1,1,1,1,BRA,14,129,0,16,766.922508537
ifl_2013__landmark,1,1,1,1,BRA,14,129,75,16,7750989.461839999
admin,1,1,1,1,BRA,14,129,15,12,3841.05780999
admin,1,1,1,1,BRA,14,129,75,16,125083450.207
ifl_2013__wdpa,1,1,1,1,BRA,14,129,75,2,217804.862075
admin,1,1,1,1,BRA,14,129,30,16,271203.377935
wdpa,1,1,1,1,BRA,14,129,0,11,1533.65703334
admin,1,1,1,1,BRA,14,129,0,1,52250.351283899996
ifl_2013__wdpa,1,1,1,1,BRA,14,129,75,4,197130.977337
wdpa,1,1,1,1,BRA,14,129,30,17,767.8870835419999
ifl_2013,1,1,1,1,BRA,14,129,50,14,767.715301137
landmark,1,1,1,1,BRA,14,129,75,2,399728.80858400004
wdpa,1,1,1,1,BRA,14,129,75,9,1108578.03223
landmark,1,1,1,1,BRA,14,129,0,14,9982.13625945
wdpa,1,1,1,1,BRA,14,129,15,15,767.6748923539999
landmark,1,1,1,1,BRA,14,129,75,6,2044500.4809400002
ifl_2013__landmark,1,1,1,1,BRA,14,129,75,8,255438.49764400002
admin,1,1,1,1,BRA,14,129,10,14,37649.2749703
admin,1,1,1,1,BRA,14,129,30,9,52252.0509185
wdpa,1,1,1,1,BRA,14,129,75,17,1445312.99162
admin,1,1,1,1,BRA,14,129,30,13,58390.620768400004
ifl_2013__landmark,1,1,1,1,BRA,14,129,75,9,236357.979888
wdpa,1,1,1,1,BRA,14,129,75,15,448978.982755
ifl_2013__landmark,1,1,1,1,BRA,14,129,75,4,221690.91221399998
ifl_2013__wdpa,1,1,1,1,BRA,14,129,75,12,1177007.31259
ifl_2013,1,1,1,1,BRA,14,129,75,12,2023680.10504
admin,1,1,1,1,BRA,14,129,50,8,269643.117958
wdpa,1,1,1,1,BRA,14,129,30,16,3067.88528121
ifl_2013__wdpa,1,1,1,1,BRA,14,129,50,3,767.0761139
admin,1,1,1,1,BRA,14,129,0,11,34568.0734894
ifl_2013__wdpa,1,1,1,1,BRA,14,129,0,14,767.386399653
admin,1,1,1,1,BRA,14,129,30,11,71455.6474984
admin,1,1,1,1,BRA,14,129,20,9,2305.20151466
ifl_2013,1,1,1,1,BRA,14,129,75,14,6513467.09356
admin,1,1,1,1,BRA,14,129,75,7,32859649.3307
landmark,1,1,1,1,BRA,14,129,75,14,2803000.8618900003
landmark,1,1,1,1,BRA,14,129,75,7,991625.600822
admin,1,1,1,1,BRA,14,129,0,16,772120.669306
ifl_2013__landmark,1,1,1,1,BRA,14,129,0,14,767.386399653
ifl_2013__wdpa,1,1,1,1,BRA,14,129,75,9,163444.328602
ifl_2013__landmark,1,1,1,1,BRA,14,129,75,13,184890.000665
ifl_2013__wdpa,1,1,1,1,BRA,14,129,75,8,193270.87429500002
admin,1,1,1,1,BRA,14,129,25,1,6147.37251413
landmark,1,1,1,1,BRA,14,129,75,5,1619211.80976
admin,1,1,1,1,BRA,14,129,20,12,4609.57619759
admin,1,1,1,1,BRA,14,129,30,8,53006.409028099995
ifl_2013__landmark,1,1,1,1,BRA,14,129,75,6,197898.404228
admin,1,1,1,1,BRA,14,129,25,11,2304.23511686
ifl_2013__wdpa,1,1,1,1,BRA,14,129,75,3,272240.1094
admin,1,1,1,1,BRA,14,129,0,4,35347.2539839
admin,1,1,1,1,BRA,14,129,75,6,50558631.8776
admin,1,1,1,1,BRA,14,129,30,12,48400.55119
admin,1,1,1,1,BRA,14,129,15,1,7683.26369514
ifl_2013__landmark,1,1,1,1,BRA,14,129,75,11,161063.70998900002
admin,1,1,1,1,BRA,14,129,0,17,618519.855978
admin,1,1,1,1,BRA,14,129,50,4,951253.8248389999
landmark,1,1,1,1,BRA,14,129,75,9,1189935.1377299998
ifl_2013,1,1,1,1,BRA,14,129,75,9,368389.269608
ifl_2013,1,1,1,1,BRA,14,129,75,6,253935.055686
admin,1,1,1,1,BRA,14,129,75,11,51067099.3191
admin,1,1,1,1,BRA,14,129,20,11,2304.95359059
admin,1,1,1,1,BRA,14,129,20,6,1536.74883169
ifl_2013__wdpa,1,1,1,1,BRA,14,129,75,10,203320.455951
ifl_2013__landmark,1,1,1,1,BRA,14,129,75,12,1397278.45356
landmark,1,1,1,1,BRA,14,129,75,11,712267.8606670001
landmark,1,1,1,1,BRA,14,129,75,1,1238275.65734
ifl_2013__wdpa,1,1,1,1,BRA,14,129,75,15,304641.250588
admin,1,1,1,1,BRA,14,129,50,14,409517.03359
wdpa,1,1,1,1,BRA,14,129,75,11,475078.22570699995
admin,1,1,1,1,BRA,14,129,15,15,9218.54356227
admin,1,1,1,1,BRA,14,129,15,6,4609.85411288
admin,1,1,1,1,BRA,14,129,25,13,6145.89054922
ifl_2013,1,1,1,1,BRA,14,129,50,16,8437.02453845
landmark,1,1,1,1,BRA,14,129,50,15,2303.71797584
ifl_2013,1,1,1,1,BRA,14,129,75,5,223304.440092
admin,1,1,1,1,BRA,14,129,30,5,71445.35013400001
landmark,1,1,1,1,BRA,14,129,50,14,767.263992076
landmark,1,1,1,1,BRA,14,129,10,16,1533.54622295
ifl_2013__wdpa,1,1,1,1,BRA,14,129,75,7,355160.829546
landmark,1,1,1,1,BRA,14,129,75,13,997038.1073340001
admin,1,1,1,1,BRA,14,129,75,15,48267996.7924
wdpa,1,1,1,1,BRA,14,129,75,10,1099371.3907
admin,1,1,1,1,BRA,14,129,0,7,3841.83393146
landmark,1,1,1,1,BRA,14,129,30,17,1535.79247488
admin,1,1,1,1,BRA,14,129,10,12,2305.11209893
admin,1,1,1,1,BRA,14,143,30,2,91425.3666551
admin,1,1,1,1,BRA,14,143,50,12,2528919.44132
wdpa,1,1,1,1,BRA,14,143,0,15,347998.984042
admin,1,1,1,1,BRA,14,143,15,10,9985.9289483
wdpa,1,1,1,1,BRA,14,143,50,17,427869.88560599997
admin,1,1,1,1,BRA,14,143,15,14,230459.837473
wdpa,1,1,1,1,BRA,14,143,0,8,4609.75760514
landmark,1,1,1,1,BRA,14,143,30,1,767.9666776610001
wdpa,1,1,1,1,BRA,14,143,75,13,2332603.10157
wdpa,1,1,1,1,BRA,14,143,30,10,13828.3080098
landmark,1,1,1,1,BRA,14,143,30,13,767.971576668
admin,1,1,1,1,BRA,14,143,15,7,5377.20760393
admin,1,1,1,1,BRA,14,143,30,16,2148768.5857599997
wdpa,1,1,1,1,BRA,14,143,20,10,1536.56475187
admin,1,1,1,1,BRA,14,143,10,15,367214.09540700004
admin,1,1,1,1,BRA,14,143,75,3,17893651.9576
wdpa,1,1,1,1,BRA,14,143,0,9,15365.280855399998
landmark,1,1,1,1,BRA,14,143,75,9,205812.219311
admin,1,1,1,1,BRA,14,143,50,8,1377314.25221
admin,1,1,1,1,BRA,14,143,0,4,228926.81664299997
wdpa,1,1,1,1,BRA,14,143,30,2,767.962752047
admin,1,1,1,1,BRA,14,143,20,17,211271.792114
landmark,1,1,1,1,BRA,14,143,50,5,3071.85884707
admin,1,1,1,1,BRA,14,143,15,12,68367.6955024
admin,1,1,1,1,BRA,14,143,10,12,53774.913087099994
wdpa,1,1,1,1,BRA,14,143,10,13,1536.23147789
admin,1,1,1,1,BRA,14,143,20,13,68368.6196638
wdpa,1,1,1,1,BRA,14,143,15,15,24585.092923599997
admin,1,1,1,1,BRA,14,143,0,2,26888.1562298
admin,1,1,1,1,BRA,14,143,20,5,49934.6575179
wdpa,1,1,1,1,BRA,14,143,50,4,158260.054512
wdpa,1,1,1,1,BRA,14,143,75,2,275708.38963
wdpa,1,1,1,1,BRA,14,143,15,10,767.9247764419999
admin,1,1,1,1,BRA,14,143,50,1,3675058.21476
wdpa,1,1,1,1,BRA,14,143,15,4,768.28314844
wdpa,1,1,1,1,BRA,14,143,15,6,768.30907259
wdpa,1,1,1,1,BRA,14,143,75,3,1417150.71181
admin,1,1,1,1,BRA,14,143,20,14,184368.423682
admin,1,1,1,1,BRA,14,143,0,8,116761.85453599998
wdpa,1,1,1,1,BRA,14,143,20,16,20741.231066
admin,1,1,1,1,BRA,14,143,25,1,31496.8035608
admin,1,1,1,1,BRA,14,143,0,5,377196.13976399996
admin,1,1,1,1,BRA,14,143,20,4,22277.9904629
admin,1,1,1,1,BRA,14,143,75,16,27692493.4756
admin,1,1,1,1,BRA,14,143,75,1,66671118.2433
admin,1,1,1,1,BRA,14,143,10,9,30728.353205699997
wdpa,1,1,1,1,BRA,14,143,75,15,1921683.09255
admin,1,1,1,1,BRA,14,143,0,15,7116742.11322
wdpa,1,1,1,1,BRA,14,143,30,12,35334.777431
landmark,1,1,1,1,BRA,14,143,50,8,767.970205843
wdpa,1,1,1,1,BRA,14,143,50,3,19204.7242944
wdpa,1,1,1,1,BRA,14,143,20,11,3840.20056167
wdpa,1,1,1,1,BRA,14,143,0,17,463199.607233
wdpa,1,1,1,1,BRA,14,143,10,14,7682.2091924999995
wdpa,1,1,1,1,BRA,14,143,25,12,6146.24777463
admin,1,1,1,1,BRA,14,143,0,13,1759927.86805
wdpa,1,1,1,1,BRA,14,143,30,5,49934.736368599995
wdpa,1,1,1,1,BRA,14,143,20,5,3071.83862589
wdpa,1,1,1,1,BRA,14,143,25,4,768.248885433
wdpa,1,1,1,1,BRA,14,143,20,13,767.980177319
wdpa,1,1,1,1,BRA,14,143,15,17,29192.7909494
landmark,1,1,1,1,BRA,14,143,50,1,9983.54414588
wdpa,1,1,1,1,BRA,14,143,75,6,2486450.82778
admin,1,1,1,1,BRA,14,143,25,16,421768.82982600003
admin,1,1,1,1,BRA,14,143,75,14,63408627.3586
admin,1,1,1,1,BRA,14,143,30,15,2515176.26673
admin,1,1,1,1,BRA,14,143,15,11,26887.31425
wdpa,1,1,1,1,BRA,14,143,30,1,21509.4998151
admin,1,1,1,1,BRA,14,143,20,10,3841.05881916
admin,1,1,1,1,BRA,14,143,10,16,346478.66429600003
admin,1,1,1,1,BRA,14,143,25,14,281159.856323
admin,1,1,1,1,BRA,14,143,0,12,1030908.0787
landmark,1,1,1,1,BRA,14,143,50,17,1535.89474161
admin,1,1,1,1,BRA,14,143,20,1,16900.7000389
wdpa,1,1,1,1,BRA,14,143,75,14,7471055.90107
admin,1,1,1,1,BRA,14,143,25,8,18436.7085792
admin,1,1,1,1,BRA,14,143,20,11,31495.5370715
admin,1,1,1,1,BRA,14,143,25,11,35335.54075380001
wdpa,1,1,1,1,BRA,14,143,20,6,1536.60235354
admin,1,1,1,1,BRA,14,143,0,11,205876.028622
admin,1,1,1,1,BRA,14,143,25,5,69910.6368253
admin,1,1,1,1,BRA,14,143,30,11,407913.894689
admin,1,1,1,1,BRA,14,143,10,17,240462.42508400002
admin,1,1,1,1,BRA,14,143,15,2,6914.31313527
landmark,1,1,1,1,BRA,14,143,75,16,298732.39268600004
admin,1,1,1,1,BRA,14,143,75,2,14228651.8566
admin,1,1,1,1,BRA,14,143,20,12,63761.16579480001
admin,1,1,1,1,BRA,14,143,15,4,47627.3705616
admin,1,1,1,1,BRA,14,143,20,7,4609.2754712
admin,1,1,1,1,BRA,14,143,10,5,48397.515725599995
wdpa,1,1,1,1,BRA,14,143,20,12,3840.52173636
admin,1,1,1,1,BRA,14,143,20,8,17668.313572
admin,1,1,1,1,BRA,14,143,75,4,69635599.0952
admin,1,1,1,1,BRA,14,143,0,17,4787591.41608
admin,1,1,1,1,BRA,14,143,30,5,859646.3650979999
wdpa,1,1,1,1,BRA,14,143,30,7,9986.68620655
admin,1,1,1,1,BRA,14,143,75,13,29379941.8537
admin,1,1,1,1,BRA,14,143,30,10,124458.601748
admin,1,1,1,1,BRA,14,143,30,6,156710.596992
landmark,1,1,1,1,BRA,14,143,75,13,791734.118775
landmark,1,1,1,1,BRA,14,143,75,8,373228.762998
wdpa,1,1,1,1,BRA,14,143,15,9,768.3070379039999
landmark,1,1,1,1,BRA,14,143,75,10,708053.828838
landmark,1,1,1,1,BRA,14,143,75,17,839366.409537
admin,1,1,1,1,BRA,14,143,25,17,293466.988466
admin,1,1,1,1,BRA,14,143,15,8,25349.015088699998
wdpa,1,1,1,1,BRA,14,143,75,10,1468641.9577
admin,1,1,1,1,BRA,14,143,30,9,608418.854541
landmark,1,1,1,1,BRA,14,143,50,2,767.9711850760001
admin,1,1,1,1,BRA,14,143,75,15,64433923.0023
admin,1,1,1,1,BRA,14,143,10,3,7681.91271999
admin,1,1,1,1,BRA,14,143,10,7,6145.54202538
admin,1,1,1,1,BRA,14,143,10,2,8450.89855785
admin,1,1,1,1,BRA,14,143,25,10,9218.91341196
admin,1,1,1,1,BRA,14,143,0,6,58383.384331400004
admin,1,1,1,1,BRA,14,143,15,16,307297.852593
admin,1,1,1,1,BRA,14,143,75,12,47911543.8532
wdpa,1,1,1,1,BRA,14,143,25,17,36875.1539724
admin,1,1,1,1,BRA,14,143,50,14,3901655.9883199995
admin,1,1,1,1,BRA,14,143,20,15,271182.852719
landmark,1,1,1,1,BRA,14,143,75,7,130549.15788599999
admin,1,1,1,1,BRA,14,143,15,6,14594.819466600002
wdpa,1,1,1,1,BRA,14,143,0,12,52994.8965714
wdpa,1,1,1,1,BRA,14,143,25,16,43790.9953999
wdpa,1,1,1,1,BRA,14,143,50,13,36872.6101307
landmark,1,1,1,1,BRA,14,143,50,16,1535.9525427
admin,1,1,1,1,BRA,14,143,50,10,642258.137814
admin,1,1,1,1,BRA,14,143,15,9,46090.96048
wdpa,1,1,1,1,BRA,14,143,30,16,181309.885659
wdpa,1,1,1,1,BRA,14,143,30,14,36872.7525714
admin,1,1,1,1,BRA,14,143,50,15,5158467.42861
wdpa,1,1,1,1,BRA,14,143,10,6,3072.52386372
wdpa,1,1,1,1,BRA,14,143,50,6,55310.5321699
wdpa,1,1,1,1,BRA,14,143,25,6,2304.85471401
admin,1,1,1,1,BRA,14,143,0,1,169013.162095
wdpa,1,1,1,1,BRA,14,143,30,8,6145.98108498
admin,1,1,1,1,BRA,14,143,75,10,14124030.0026
admin,1,1,1,1,BRA,14,143,20,9,32263.672919
admin,1,1,1,1,BRA,14,143,10,11,23813.9503065
wdpa,1,1,1,1,BRA,14,143,50,7,26119.504363699998
admin,1,1,1,1,BRA,14,143,30,14,1726156.1480599998
landmark,1,1,1,1,BRA,14,143,30,14,4607.80181176
admin,1,1,1,1,BRA,14,143,15,1,61457.4867905
admin,1,1,1,1,BRA,14,143,30,4,639156.286668
landmark,1,1,1,1,BRA,14,143,75,1,827842.789824
wdpa,1,1,1,1,BRA,14,143,50,8,52237.5807723
admin,1,1,1,1,BRA,14,143,20,6,12292.0602224
wdpa,1,1,1,1,BRA,14,143,20,17,26886.3763626
wdpa,1,1,1,1,BRA,14,143,50,11,160543.421773
wdpa,1,1,1,1,BRA,14,143,75,12,5731374.1517199995
wdpa,1,1,1,1,BRA,14,143,10,17,13060.354721200001
admin,1,1,1,1,BRA,14,143,20,2,10755.543636499999
admin,1,1,1,1,BRA,14,143,75,17,29651918.176
admin,1,1,1,1,BRA,14,143,25,4,39949.0810158
admin,1,1,1,1,BRA,14,143,25,13,136740.109103
wdpa,1,1,1,1,BRA,14,143,15,12,2304.86372269
admin,1,1,1,1,BRA,14,143,50,4,2866164.35549
admin,1,1,1,1,BRA,14,143,75,5,63801030.8174
landmark,1,1,1,1,BRA,14,143,75,3,31486.3253797
wdpa,1,1,1,1,BRA,14,143,0,4,13059.5736687
wdpa,1,1,1,1,BRA,14,143,20,15,6145.70073881
landmark,1,1,1,1,BRA,14,143,75,4,1456063.6504
landmark,1,1,1,1,BRA,14,143,30,16,2303.90905032
admin,1,1,1,1,BRA,14,143,10,14,207416.35938
wdpa,1,1,1,1,BRA,14,143,15,1,767.926767291
admin,1,1,1,1,BRA,14,143,50,2,444836.26337
admin,1,1,1,1,BRA,14,143,0,16,6475406.19164
wdpa,1,1,1,1,BRA,14,143,25,13,1536.24897375
admin,1,1,1,1,BRA,14,143,50,7,482432.533963
wdpa,1,1,1,1,BRA,14,143,50,1,149017.748026
wdpa,1,1,1,1,BRA,14,143,0,13,15363.557717299998
admin,1,1,1,1,BRA,14,143,0,9,268105.49697800004
admin,1,1,1,1,BRA,14,143,25,6,22278.7722659
wdpa,1,1,1,1,BRA,14,143,10,15,23814.973180599998
landmark,1,1,1,1,BRA,14,143,75,14,1300135.27919
wdpa,1,1,1,1,BRA,14,143,30,4,35339.5716511
wdpa,1,1,1,1,BRA,14,143,30,6,3841.1021613000007
wdpa,1,1,1,1,BRA,14,143,10,11,2303.94462918
admin,1,1,1,1,BRA,14,143,25,9,42252.7579608
admin,1,1,1,1,BRA,14,143,10,13,109089.83301500001
wdpa,1,1,1,1,BRA,14,143,25,1,3073.11696267
wdpa,1,1,1,1,BRA,14,143,30,9,14597.357579799998
wdpa,1,1,1,1,BRA,14,143,25,15,21510.5911439
admin,1,1,1,1,BRA,14,143,25,7,4609.14541728
landmark,1,1,1,1,BRA,14,143,0,17,1535.94511081
landmark,1,1,1,1,BRA,14,143,30,17,767.9719682089999
landmark,1,1,1,1,BRA,14,143,30,4,1535.93453202
landmark,1,1,1,1,BRA,14,143,25,13,767.953504438
wdpa,1,1,1,1,BRA,14,143,75,11,3878070.8888300005
wdpa,1,1,1,1,BRA,14,143,0,14,74515.3613675
landmark,1,1,1,1,BRA,14,143,50,12,6143.76829922
admin,1,1,1,1,BRA,14,143,50,17,3563007.58046
landmark,1,1,1,1,BRA,14,143,0,4,767.969030292
admin,1,1,1,1,BRA,14,143,20,3,4609.11176265
wdpa,1,1,1,1,BRA,14,143,0,5,24581.7237951
admin,1,1,1,1,BRA,14,143,15,5,47628.6500955
wdpa,1,1,1,1,BRA,14,143,50,15,178995.098689
wdpa,1,1,1,1,BRA,14,143,50,2,6913.54124175
wdpa,1,1,1,1,BRA,14,143,75,4,5834594.2008
admin,1,1,1,1,BRA,14,143,75,9,45172528.1175
wdpa,1,1,1,1,BRA,14,143,0,7,2304.26912321
wdpa,1,1,1,1,BRA,14,143,0,1,3073.12332712
wdpa,1,1,1,1,BRA,14,143,75,7,1063866.93965
wdpa,1,1,1,1,BRA,14,143,30,11,29188.8114972
wdpa,1,1,1,1,BRA,14,143,10,10,768.303302333
wdpa,1,1,1,1,BRA,14,143,75,1,5355892.77061
admin,1,1,1,1,BRA,14,143,75,6,30010984.4915
landmark,1,1,1,1,BRA,14,143,50,14,20735.1213928
admin,1,1,1,1,BRA,14,143,10,4,29191.451557599998
wdpa,1,1,1,1,BRA,14,143,15,5,768.274031745
admin,1,1,1,1,BRA,14,143,30,13,686002.164745
wdpa,1,1,1,1,BRA,14,143,30,15,109855.93502599999
landmark,1,1,1,1,BRA,14,143,75,6,731100.492857
wdpa,1,1,1,1,BRA,14,143,50,10,49935.683445099996
wdpa,1,1,1,1,BRA,14,143,15,11,767.9811529189999
wdpa,1,1,1,1,BRA,14,143,20,9,1536.56011338
admin,1,1,1,1,BRA,14,143,30,1,659132.488903
wdpa,1,1,1,1,BRA,14,143,15,14,5377.91847242
wdpa,1,1,1,1,BRA,14,143,50,5,276545.46093
admin,1,1,1,1,BRA,14,143,30,3,89112.9551454
admin,1,1,1,1,BRA,14,143,50,16,4191499.16376
wdpa,1,1,1,1,BRA,14,143,75,16,2912073.96399
admin,1,1,1,1,BRA,14,143,0,10,39181.9845608
wdpa,1,1,1,1,BRA,14,143,0,10,2304.89315079
admin,1,1,1,1,BRA,14,143,10,10,3072.80513771
wdpa,1,1,1,1,BRA,14,143,25,7,1536.53667021
landmark,1,1,1,1,BRA,14,143,0,14,6911.70282016
landmark,1,1,1,1,BRA,14,143,0,13,3839.77908658
admin,1,1,1,1,BRA,14,143,50,13,1573225.49583
admin,1,1,1,1,BRA,14,143,15,3,7682.43203866
landmark,1,1,1,1,BRA,14,143,75,15,89850.0914282
admin,1,1,1,1,BRA,14,143,0,3,39179.9524814
