polyname,bound1,bound2,bound3,bound4,iso,adm1,adm2,thresh,loss_year,area
admin,1,1,1,1,BRA,14,140,10,2,12284.935248200001
admin,1,1,1,1,BRA,14,140,30,6,236461.036646
wdpa,1,1,1,1,BRA,14,140,50,1,17650.807376
admin,1,1,1,1,BRA,14,140,15,17,532824.602596
admin,1,1,1,1,BRA,14,140,30,5,766927.923986
admin,1,1,1,1,BRA,14,140,15,13,26103.8884465
ifl_2013__landmark,1,1,1,1,BRA,14,140,75,12,15353.5209058
wdpa,1,1,1,1,BRA,14,140,50,17,29164.014867299997
admin,1,1,1,1,BRA,14,140,0,5,310925.853273
admin,1,1,1,1,BRA,14,140,0,3,76770.4491614
wdpa,1,1,1,1,BRA,14,140,20,16,1534.78802396
ifl_2013__landmark,1,1,1,1,BRA,14,140,75,11,14585.9928556
admin,1,1,1,1,BRA,4,53,50,1,150605.40728900002
admin,1,1,1,1,BRA,4,53,15,16,13830.8672264
admin,1,1,1,1,BRA,4,53,20,15,3073.38819929
ifl_2013,1,1,1,1,BRA,4,53,75,15,124497.520648
admin,1,1,1,1,BRA,4,53,30,16,142915.618405
admin,1,1,1,1,BRA,4,53,50,2,361143.449084
admin,1,1,1,1,BRA,4,53,15,10,3073.4050553
admin,1,1,1,1,BRA,4,53,30,10,84517.839699
admin,1,1,1,1,BRA,4,53,20,4,6915.52053006
admin,1,1,1,1,BRA,4,53,15,5,6146.46889064
ifl_2013,1,1,1,1,BRA,4,53,75,2,768.51251374
admin,1,1,1,1,BRA,4,53,10,4,4610.17652359
admin,1,1,1,1,BRA,4,53,15,4,7684.06739476
admin,1,1,1,1,BRA,4,53,0,10,32271.0348147
ifl_2013,1,1,1,1,BRA,4,53,75,11,50722.01222809999
admin,1,1,1,1,BRA,4,53,0,4,26124.947395500003
admin,1,1,1,1,BRA,4,53,75,5,5902679.79441
admin,1,1,1,1,BRA,4,53,75,11,3261964.75699
admin,1,1,1,1,BRA,4,53,25,10,7683.09172504
admin,1,1,1,1,BRA,4,53,15,9,8452.2982734
admin,1,1,1,1,BRA,4,53,75,17,8276321.75677
admin,1,1,1,1,BRA,4,53,25,8,768.4329647010001
admin,1,1,1,1,BRA,4,53,10,9,768.3676798189999
admin,1,1,1,1,BRA,4,53,50,14,162129.29851
admin,1,1,1,1,BRA,4,53,75,2,10871741.3616
admin,1,1,1,1,BRA,4,53,75,14,5880465.68525
admin,1,1,1,1,BRA,4,53,15,14,7683.840493199999
admin,1,1,1,1,BRA,4,53,50,11,24588.2747992
admin,1,1,1,1,BRA,4,53,0,14,196710.085778
admin,1,1,1,1,BRA,4,53,20,16,25355.347135900003
ifl_2013,1,1,1,1,BRA,4,53,75,14,19980.953589099998
admin,1,1,1,1,BRA,4,53,30,3,29965.8593082
admin,1,1,1,1,BRA,4,53,75,9,13429537.3737
admin,1,1,1,1,BRA,4,53,0,3,9987.93207715
admin,1,1,1,1,BRA,4,53,30,1,28430.011647900003
admin,1,1,1,1,BRA,4,53,10,2,1536.90224653
admin,1,1,1,1,BRA,4,53,20,12,4610.34759698
ifl_2013,1,1,1,1,BRA,4,53,75,13,768.491789834
admin,1,1,1,1,BRA,4,53,0,12,79141.29079530001
admin,1,1,1,1,BRA,4,53,0,8,4610.32903094
ifl_2013,1,1,1,1,BRA,4,53,75,7,4611.22521105
admin,1,1,1,1,BRA,4,53,30,4,76067.150474
admin,1,1,1,1,BRA,4,53,20,17,17672.5150663
admin,1,1,1,1,BRA,4,53,50,3,112182.74322799999
admin,1,1,1,1,BRA,4,53,75,6,9628576.76572
admin,1,1,1,1,BRA,4,53,0,2,37651.1308267
admin,1,1,1,1,BRA,4,53,15,12,8452.27393412
admin,1,1,1,1,BRA,4,53,20,6,3073.43553758
admin,1,1,1,1,BRA,4,53,50,15,150603.454079
admin,1,1,1,1,BRA,4,53,30,11,8452.4651009
admin,1,1,1,1,BRA,4,53,50,10,292738.149675
admin,1,1,1,1,BRA,4,53,30,9,104497.01621799999
admin,1,1,1,1,BRA,4,53,50,8,98354.8408842
admin,1,1,1,1,BRA,4,53,15,1,3073.55126392
admin,1,1,1,1,BRA,4,53,20,9,3841.62303573
admin,1,1,1,1,BRA,4,53,15,17,24588.9811417
admin,1,1,1,1,BRA,4,53,10,16,23820.0125231
admin,1,1,1,1,BRA,4,53,25,4,4610.29628348
admin,1,1,1,1,BRA,4,53,25,16,21514.250030900002
admin,1,1,1,1,BRA,4,53,25,9,7683.65328434
admin,1,1,1,1,BRA,4,53,15,13,11525.4688126
ifl_2013,1,1,1,1,BRA,4,53,75,5,13064.6072356
admin,1,1,1,1,BRA,4,53,20,13,8452.09163658
admin,1,1,1,1,BRA,4,53,30,5,79909.1459722
admin,1,1,1,1,BRA,4,53,30,17,127553.63649
admin,1,1,1,1,BRA,4,53,15,3,4609.99397665
ifl_2013,1,1,1,1,BRA,4,53,75,17,82228.7494852
admin,1,1,1,1,BRA,4,53,10,14,6147.10569069
admin,1,1,1,1,BRA,4,53,25,17,21514.903605
admin,1,1,1,1,BRA,4,53,25,2,7683.7808553
admin,1,1,1,1,BRA,4,53,30,2,105268.14924299999
admin,1,1,1,1,BRA,4,53,30,8,14599.892721899998
admin,1,1,1,1,BRA,4,53,30,13,56090.5200795
admin,1,1,1,1,BRA,4,53,50,12,240492.270004
admin,1,1,1,1,BRA,4,53,20,14,9989.170332700001
admin,1,1,1,1,BRA,4,53,10,15,7684.266256399999
admin,1,1,1,1,BRA,4,53,0,1,19208.779192299997
admin,1,1,1,1,BRA,4,53,75,1,3782774.0422099996
admin,1,1,1,1,BRA,4,53,0,5,33037.9673389
admin,1,1,1,1,BRA,4,53,25,1,3073.64460753
admin,1,1,1,1,BRA,4,53,15,8,1536.77549425
admin,1,1,1,1,BRA,4,53,50,9,425672.437613
admin,1,1,1,1,BRA,4,53,50,7,56091.9184117
admin,1,1,1,1,BRA,4,53,50,13,89130.4155048
admin,1,1,1,1,BRA,4,53,15,15,9220.85336795
admin,1,1,1,1,BRA,4,53,15,6,4610.05204886
admin,1,1,1,1,BRA,4,53,15,2,6147.13405428
admin,1,1,1,1,BRA,4,53,30,6,31502.6435042
admin,1,1,1,1,BRA,4,53,0,7,768.3160089419999
admin,1,1,1,1,BRA,4,53,0,16,653862.527659
ifl_2013,1,1,1,1,BRA,4,53,75,12,68394.1575614
admin,1,1,1,1,BRA,4,53,0,11,10757.692231899999
admin,1,1,1,1,BRA,4,53,75,7,3506940.56943
admin,1,1,1,1,BRA,4,53,50,5,281219.093008
admin,1,1,1,1,BRA,4,53,10,13,10757.4992116
admin,1,1,1,1,BRA,4,53,25,15,14599.807047600001
admin,1,1,1,1,BRA,4,53,50,17,362677.55009499996
admin,1,1,1,1,BRA,4,53,0,15,205162.34091
admin,1,1,1,1,BRA,4,53,30,14,72226.1263337
ifl_2013,1,1,1,1,BRA,4,53,75,8,9990.93488034
admin,1,1,1,1,BRA,4,53,30,7,9220.10672953
admin,1,1,1,1,BRA,4,53,20,5,768.371130613
admin,1,1,1,1,BRA,4,53,50,4,271995.591359
admin,1,1,1,1,BRA,4,53,0,6,34577.0943776
admin,1,1,1,1,BRA,4,53,75,13,7800651.93799
ifl_2013,1,1,1,1,BRA,4,53,75,16,128337.295873
admin,1,1,1,1,BRA,4,53,75,16,13126019.0158
admin,1,1,1,1,BRA,4,53,25,12,7683.7904813000005
admin,1,1,1,1,BRA,4,53,0,17,410317.586233
admin,1,1,1,1,BRA,4,53,30,12,76066.5025604
admin,1,1,1,1,BRA,4,53,20,11,2305.23133105
ifl_2013,1,1,1,1,BRA,4,53,75,6,6148.31934619
admin,1,1,1,1,BRA,4,53,25,5,3841.71922988
admin,1,1,1,1,BRA,4,53,25,14,12294.062569299998
admin,1,1,1,1,BRA,4,53,25,6,6147.14281719
admin,1,1,1,1,BRA,4,53,20,8,1536.67697604
admin,1,1,1,1,BRA,4,53,20,2,3073.38337725
admin,1,1,1,1,BRA,4,53,25,11,768.4810204319999
admin,1,1,1,1,BRA,4,53,75,8,4046420.8256699997
admin,1,1,1,1,BRA,4,53,25,13,9988.55922079
admin,1,1,1,1,BRA,4,53,75,4,5911193.59679
admin,1,1,1,1,BRA,4,53,75,10,12211665.0794
admin,1,1,1,1,BRA,4,53,0,13,172113.63354100002
admin,1,1,1,1,BRA,4,53,0,9,85290.62079989999
admin,1,1,1,1,BRA,4,53,75,3,2783136.0181299997
admin,1,1,1,1,BRA,4,53,50,16,294288.891496
admin,1,1,1,1,BRA,4,53,30,15,57629.2122098
admin,1,1,1,1,BRA,4,53,10,6,2304.97333258
admin,1,1,1,1,BRA,4,53,75,12,17835212.9431
ifl_2013,1,1,1,1,BRA,4,53,75,10,26897.3071387
admin,1,1,1,1,BRA,4,53,75,15,5161988.3022
admin,1,1,1,1,BRA,4,53,10,17,23052.2788278
admin,1,1,1,1,BRA,4,53,20,3,2305.09972508
admin,1,1,1,1,BRA,4,53,10,8,3841.72979914
ifl_2013,1,1,1,1,BRA,4,53,75,3,3842.24934551
admin,1,1,1,1,BRA,4,53,50,6,239731.678067
ifl_2013,1,1,1,1,BRA,4,53,75,4,19980.7142747
admin,1,1,1,1,BRA,4,53,20,10,8451.65887477
admin,1,1,1,1,BRA,4,53,10,1,3073.75386142
ifl_2013,1,1,1,1,BRA,4,53,75,1,3842.35495685
admin,1,1,1,1,BRA,4,53,10,5,2304.88112991
admin,1,1,1,1,BRA,4,53,15,7,768.285549948
ifl_2013,1,1,1,1,BRA,4,53,75,9,18443.548133400003
admin,1,1,1,1,BRA,4,53,10,12,1536.78059839
admin,1,1,1,1,BRA,4,60,0,12,30730.997706700004
admin,1,1,1,1,BRA,4,60,75,17,17714218.6567
admin,1,1,1,1,BRA,4,60,20,14,21511.818972
admin,1,1,1,1,BRA,4,60,10,5,2305.45931785
admin,1,1,1,1,BRA,4,60,15,16,82988.3332243
admin,1,1,1,1,BRA,4,60,0,3,5378.80005382
admin,1,1,1,1,BRA,4,60,50,2,128304.312933
admin,1,1,1,1,BRA,4,60,50,17,736122.019129
admin,1,1,1,1,BRA,4,60,0,6,13827.765010699999
admin,1,1,1,1,BRA,4,60,0,15,142898.82963199998
admin,1,1,1,1,BRA,4,60,25,13,9219.92658913
admin,1,1,1,1,BRA,4,60,25,15,16134.5404113
admin,1,1,1,1,BRA,4,60,10,16,122949.88762899999
admin,1,1,1,1,BRA,4,60,50,3,82973.07259489999
admin,1,1,1,1,BRA,4,60,50,13,126765.97506900001
admin,1,1,1,1,BRA,4,60,20,8,768.525031972
admin,1,1,1,1,BRA,4,60,50,10,35347.2665833
admin,1,1,1,1,BRA,4,60,10,13,11524.254627
admin,1,1,1,1,BRA,4,60,20,3,1536.79240704
admin,1,1,1,1,BRA,4,60,30,14,90658.7395719
admin,1,1,1,1,BRA,4,60,15,14,19205.711312
admin,1,1,1,1,BRA,4,60,20,9,9220.96812703
admin,1,1,1,1,BRA,4,60,75,2,7306066.726039999
admin,1,1,1,1,BRA,4,60,0,10,5378.94266464
admin,1,1,1,1,BRA,4,60,30,3,19209.1035354
admin,1,1,1,1,BRA,4,60,75,15,5166755.02109
admin,1,1,1,1,BRA,4,60,75,12,3916767.23394
admin,1,1,1,1,BRA,4,60,15,17,36884.850576699995
admin,1,1,1,1,BRA,4,60,50,15,170567.271445
admin,1,1,1,1,BRA,4,60,50,8,96046.55193819999
admin,1,1,1,1,BRA,4,60,50,9,461018.482828
admin,1,1,1,1,BRA,4,60,25,17,43029.4556503
admin,1,1,1,1,BRA,4,60,25,2,3841.51410209
admin,1,1,1,1,BRA,4,60,25,11,768.249234314
admin,1,1,1,1,BRA,4,60,15,12,768.343681535
admin,1,1,1,1,BRA,4,60,30,10,9220.79214792
admin,1,1,1,1,BRA,4,60,75,3,4123958.8406
admin,1,1,1,1,BRA,4,60,75,11,2296593.03895
admin,1,1,1,1,BRA,4,60,0,13,154427.956671
admin,1,1,1,1,BRA,4,60,0,14,263514.168556
admin,1,1,1,1,BRA,4,60,20,5,768.2608889439999
admin,1,1,1,1,BRA,4,60,50,6,62230.0401348
admin,1,1,1,1,BRA,4,60,30,5,38419.362595
admin,1,1,1,1,BRA,4,60,15,8,1537.18181218
admin,1,1,1,1,BRA,4,60,30,17,235900.604769
admin,1,1,1,1,BRA,4,60,0,16,1890340.2155
admin,1,1,1,1,BRA,4,60,0,1,3073.37705395
admin,1,1,1,1,BRA,4,60,0,2,26120.290021700002
admin,1,1,1,1,BRA,4,60,10,3,2305.86618743
admin,1,1,1,1,BRA,4,60,50,12,66075.8160263
admin,1,1,1,1,BRA,4,60,0,8,7683.31747067
admin,1,1,1,1,BRA,4,60,75,9,18739247.8368
admin,1,1,1,1,BRA,4,60,75,1,2379736.80534
admin,1,1,1,1,BRA,4,60,25,5,3841.30616473
admin,1,1,1,1,BRA,4,60,15,9,6146.54980774
admin,1,1,1,1,BRA,4,60,50,14,281959.441409
admin,1,1,1,1,BRA,4,60,75,7,2156555.44755
admin,1,1,1,1,BRA,4,60,25,14,24584.470901400004
admin,1,1,1,1,BRA,4,60,0,5,8452.56891465
admin,1,1,1,1,BRA,4,60,20,13,6914.54601779
admin,1,1,1,1,BRA,4,60,20,12,1536.35355775
admin,1,1,1,1,BRA,4,60,25,9,7683.54750417
admin,1,1,1,1,BRA,4,60,30,13,37645.5573466
admin,1,1,1,1,BRA,4,60,75,8,3020369.5981099997
admin,1,1,1,1,BRA,4,60,75,14,8118425.7943899995
admin,1,1,1,1,BRA,4,60,30,15,69917.906934
admin,1,1,1,1,BRA,4,60,0,11,14597.4672794
admin,1,1,1,1,BRA,4,60,25,8,2304.84246039
admin,1,1,1,1,BRA,4,60,0,17,579384.2289689999
admin,1,1,1,1,BRA,4,60,20,16,157532.664023
admin,1,1,1,1,BRA,4,60,15,4,3841.65222808
admin,1,1,1,1,BRA,4,60,10,14,11523.8711903
admin,1,1,1,1,BRA,4,60,75,4,2872009.35688
admin,1,1,1,1,BRA,4,60,0,4,5378.17774402
admin,1,1,1,1,BRA,4,60,30,4,16134.8060369
admin,1,1,1,1,BRA,4,60,25,16,160601.08689500001
admin,1,1,1,1,BRA,4,60,10,15,12292.5103586
admin,1,1,1,1,BRA,4,60,25,12,3073.13419879
admin,1,1,1,1,BRA,4,60,30,7,6146.12744957
admin,1,1,1,1,BRA,4,60,0,9,77606.9357615
admin,1,1,1,1,BRA,4,60,30,16,573240.606915
admin,1,1,1,1,BRA,4,60,75,13,6702455.13693
admin,1,1,1,1,BRA,4,60,10,6,1536.62067531
admin,1,1,1,1,BRA,4,60,75,5,4631674.08208
admin,1,1,1,1,BRA,4,60,50,1,48409.472064099995
admin,1,1,1,1,BRA,4,60,20,15,10757.3368364
admin,1,1,1,1,BRA,4,60,30,9,139078.884392
admin,1,1,1,1,BRA,4,60,30,8,26895.060916500002
admin,1,1,1,1,BRA,4,60,50,16,1214786.43874
admin,1,1,1,1,BRA,4,60,75,6,4933257.45556
admin,1,1,1,1,BRA,4,60,75,10,2084492.82122
admin,1,1,1,1,BRA,4,60,50,7,35341.1662874
admin,1,1,1,1,BRA,4,60,10,9,3074.14159885
admin,1,1,1,1,BRA,4,60,15,13,11524.2536692
admin,1,1,1,1,BRA,4,60,25,3,1536.3587772
admin,1,1,1,1,BRA,4,60,15,15,8451.662189300001
admin,1,1,1,1,BRA,4,60,15,5,1537.15857509
admin,1,1,1,1,BRA,4,60,50,11,56088.12352560001
admin,1,1,1,1,BRA,4,60,10,11,768.3405147469999
admin,1,1,1,1,BRA,4,60,25,6,768.1833623660001
admin,1,1,1,1,BRA,4,60,30,1,14599.762296399998
admin,1,1,1,1,BRA,4,60,0,7,1536.79225484
admin,1,1,1,1,BRA,4,60,25,4,3073.39554311
admin,1,1,1,1,BRA,4,60,30,12,15366.327723500002
admin,1,1,1,1,BRA,4,60,30,2,29962.2425973
admin,1,1,1,1,BRA,4,60,75,16,46675903.9184
admin,1,1,1,1,BRA,4,60,10,17,28430.119860500003
admin,1,1,1,1,BRA,4,60,15,3,1536.7409197999998
admin,1,1,1,1,BRA,4,60,20,17,41493.192736900004
admin,1,1,1,1,BRA,4,60,15,10,768.32594852
admin,1,1,1,1,BRA,4,60,20,2,768.218491606
admin,1,1,1,1,BRA,4,60,30,6,6146.4045736
admin,1,1,1,1,BRA,4,60,50,5,190563.80258299998
admin,1,1,1,1,BRA,4,60,15,6,768.3453462010001
admin,1,1,1,1,BRA,4,60,30,11,9220.2176985
admin,1,1,1,1,BRA,4,60,50,4,112169.650633
admin,1,1,1,1,BRA,4,29,50,12,1162139.21937
ifl_2013,1,1,1,1,BRA,4,29,75,15,3841.96533481
admin,1,1,1,1,BRA,4,29,30,14,545386.097919
admin,1,1,1,1,BRA,4,29,0,1,111386.559521
wdpa,1,1,1,1,BRA,4,29,50,9,19973.070211000002
wdpa,1,1,1,1,BRA,4,29,75,11,808884.7079060001
wdpa,1,1,1,1,BRA,4,29,50,6,21508.9190345
admin,1,1,1,1,BRA,4,29,20,12,29954.726694
landmark,1,1,1,1,BRA,4,29,25,17,4609.175988100001
admin,1,1,1,1,BRA,4,29,30,15,764329.502723
admin,1,1,1,1,BRA,4,29,25,10,14595.541953799999
wdpa,1,1,1,1,BRA,4,29,25,14,8450.32129111
admin,1,1,1,1,BRA,4,29,20,3,768.08536003
wdpa,1,1,1,1,BRA,4,29,75,6,1073144.9972
admin,1,1,1,1,BRA,4,29,30,10,260404.57452199998
landmark,1,1,1,1,BRA,4,29,30,15,32264.314055900002
wdpa,1,1,1,1,BRA,4,29,75,2,3097391.88622
wdpa,1,1,1,1,BRA,4,29,50,3,4609.33115948
admin,1,1,1,1,BRA,4,29,30,1,241977.948867
landmark,1,1,1,1,BRA,4,29,50,9,21509.645252000002
admin,1,1,1,1,BRA,4,29,20,13,76042.1998743
wdpa,1,1,1,1,BRA,4,29,75,17,1714579.2497
admin,1,1,1,1,BRA,4,29,25,12,23810.4697534
wdpa,1,1,1,1,BRA,4,29,25,5,2304.50772044
landmark,1,1,1,1,BRA,4,29,50,4,40713.3476863
wdpa,1,1,1,1,BRA,4,29,75,9,768177.01155
landmark,1,1,1,1,BRA,4,29,75,9,768177.018065
landmark,1,1,1,1,BRA,4,29,50,13,23046.102552400003
wdpa,1,1,1,1,BRA,4,29,10,4,768.1971588619999
wdpa,1,1,1,1,BRA,4,29,20,4,1536.37157466
ifl_2013,1,1,1,1,BRA,4,29,75,12,17673.9108926
admin,1,1,1,1,BRA,4,29,75,8,16579273.2224
admin,1,1,1,1,BRA,4,29,30,11,83733.2084007
wdpa,1,1,1,1,BRA,4,29,50,11,3840.91324006
wdpa,1,1,1,1,BRA,4,29,0,9,2304.51260192
wdpa,1,1,1,1,BRA,4,29,10,14,2304.59277517
admin,1,1,1,1,BRA,4,29,10,3,768.271099049
wdpa,1,1,1,1,BRA,4,29,50,5,40713.2795632
landmark,1,1,1,1,BRA,4,29,20,13,768.245742933
landmark,1,1,1,1,BRA,4,29,75,6,1064694.9778200001
ifl_2013,1,1,1,1,BRA,4,29,75,6,1537.06190996
wdpa,1,1,1,1,BRA,4,29,50,15,60687.51478
landmark,1,1,1,1,BRA,4,29,20,1,3072.6770196999996
landmark,1,1,1,1,BRA,4,29,30,17,29959.563235
admin,1,1,1,1,BRA,4,29,30,9,110611.95783399999
wdpa,1,1,1,1,BRA,4,29,20,15,11522.8776568
landmark,1,1,1,1,BRA,4,29,75,8,374107.545119
landmark,1,1,1,1,BRA,4,29,25,16,11522.9973401
ifl_2013,1,1,1,1,BRA,4,29,75,11,6916.09117045
wdpa,1,1,1,1,BRA,4,29,50,10,73748.81605489999
landmark,1,1,1,1,BRA,4,29,15,5,2304.50735906
admin,1,1,1,1,BRA,4,29,30,4,258866.65576999998
landmark,1,1,1,1,BRA,4,29,50,1,31496.014136299997
landmark,1,1,1,1,BRA,4,29,30,1,13827.114969999999
admin,1,1,1,1,BRA,4,29,75,17,45190740.2196
landmark,1,1,1,1,BRA,4,29,50,11,3840.91324006
admin,1,1,1,1,BRA,4,29,15,6,3072.66408972
ifl_2013,1,1,1,1,BRA,4,29,75,7,15368.3990835
admin,1,1,1,1,BRA,4,29,25,16,158245.47355999998
admin,1,1,1,1,BRA,4,29,10,4,14593.4761053
admin,1,1,1,1,BRA,4,29,10,17,146720.33171099998
landmark,1,1,1,1,BRA,4,29,75,13,1429589.04591
wdpa,1,1,1,1,BRA,4,29,30,8,768.202867642
admin,1,1,1,1,BRA,4,29,10,9,1536.41945932
wdpa,1,1,1,1,BRA,4,29,15,5,2304.50735906
admin,1,1,1,1,BRA,4,29,20,17,159004.424558
landmark,1,1,1,1,BRA,4,29,30,4,11522.6449753
admin,1,1,1,1,BRA,4,29,30,13,462414.11603900004
admin,1,1,1,1,BRA,4,29,0,5,113685.474967
admin,1,1,1,1,BRA,4,29,25,3,3072.57243595
admin,1,1,1,1,BRA,4,29,25,6,6912.75135497
landmark,1,1,1,1,BRA,4,29,50,8,3072.7769141
admin,1,1,1,1,BRA,4,29,30,8,82191.58041289999
landmark,1,1,1,1,BRA,4,29,20,14,6145.66767837
admin,1,1,1,1,BRA,4,29,0,17,4189615.79006
landmark,1,1,1,1,BRA,4,29,50,16,147494.774527
wdpa,1,1,1,1,BRA,4,29,25,9,768.1763423189999
landmark,1,1,1,1,BRA,4,29,75,1,2690987.15639
landmark,1,1,1,1,BRA,4,29,50,15,58382.9684954
wdpa,1,1,1,1,BRA,4,29,25,8,768.203402093
admin,1,1,1,1,BRA,4,29,75,6,47676609.6427
wdpa,1,1,1,1,BRA,4,29,75,1,2719411.3155099996
wdpa,1,1,1,1,BRA,4,29,15,17,3840.99692042
landmark,1,1,1,1,BRA,4,29,15,13,2304.57393399
admin,1,1,1,1,BRA,4,29,20,7,768.0610764769999
admin,1,1,1,1,BRA,4,29,50,15,1408814.4577
admin,1,1,1,1,BRA,4,29,50,1,866499.5952790001
admin,1,1,1,1,BRA,4,29,75,13,31662135.8978
admin,1,1,1,1,BRA,4,29,15,1,20741.0416712
admin,1,1,1,1,BRA,4,29,25,7,3841.01617496
landmark,1,1,1,1,BRA,4,29,0,17,164396.58946
admin,1,1,1,1,BRA,4,29,25,13,56840.6870334
landmark,1,1,1,1,BRA,4,29,10,5,2304.50410176
landmark,1,1,1,1,BRA,4,29,20,16,18437.151381400003
landmark,1,1,1,1,BRA,4,29,50,14,39946.371417
landmark,1,1,1,1,BRA,4,29,25,8,768.203402093
landmark,1,1,1,1,BRA,4,29,0,4,3840.91524001
admin,1,1,1,1,BRA,4,29,30,3,46091.625347099995
admin,1,1,1,1,BRA,4,29,20,6,10752.7704405
admin,1,1,1,1,BRA,4,29,15,2,16900.375309
admin,1,1,1,1,BRA,4,29,15,15,111390.185331
admin,1,1,1,1,BRA,4,29,50,17,2131621.03258
landmark,1,1,1,1,BRA,4,29,25,2,3841.11649253
landmark,1,1,1,1,BRA,4,29,0,5,3072.6939923
admin,1,1,1,1,BRA,4,29,50,16,2072513.5577
admin,1,1,1,1,BRA,4,29,50,11,265788.051089
admin,1,1,1,1,BRA,4,29,20,16,164381.523184
ifl_2013,1,1,1,1,BRA,4,29,75,9,3074.10675137
admin,1,1,1,1,BRA,4,29,75,10,70425244.131
admin,1,1,1,1,BRA,4,29,75,11,20412567.0814
landmark,1,1,1,1,BRA,4,29,25,13,1536.37006742
admin,1,1,1,1,BRA,4,29,50,5,986282.708569
admin,1,1,1,1,BRA,4,29,15,4,22275.2494458
landmark,1,1,1,1,BRA,4,29,75,16,6714083.32065
landmark,1,1,1,1,BRA,4,29,30,11,3840.87444838
admin,1,1,1,1,BRA,4,29,15,14,69133.9167398
wdpa,1,1,1,1,BRA,4,29,50,17,96790.6213817
wdpa,1,1,1,1,BRA,4,29,30,17,31495.9979385
ifl_2013,1,1,1,1,BRA,4,29,75,3,1537.07281678
landmark,1,1,1,1,BRA,4,29,25,12,768.177964251
admin,1,1,1,1,BRA,4,29,0,13,1931930.76657
admin,1,1,1,1,BRA,4,29,75,15,34427559.8663
wdpa,1,1,1,1,BRA,4,29,75,3,334168.38514699996
wdpa,1,1,1,1,BRA,4,29,20,10,2304.52576655
ifl_2013,1,1,1,1,BRA,4,29,75,14,9989.08689757
ifl_2013,1,1,1,1,BRA,4,29,75,4,3842.57763805
landmark,1,1,1,1,BRA,4,29,50,2,59151.7821235
admin,1,1,1,1,BRA,4,29,10,11,12290.6171749
admin,1,1,1,1,BRA,4,29,0,8,53003.4144297
landmark,1,1,1,1,BRA,4,29,15,16,12291.3531177
admin,1,1,1,1,BRA,4,29,15,8,13826.148065000001
wdpa,1,1,1,1,BRA,4,29,0,17,165932.989572
admin,1,1,1,1,BRA,4,29,15,16,139041.600502
landmark,1,1,1,1,BRA,4,29,30,3,1536.45723538
admin,1,1,1,1,BRA,4,29,75,16,137507273.502
ifl_2013,1,1,1,1,BRA,4,29,75,16,4610.39737281
admin,1,1,1,1,BRA,4,29,30,7,41482.151674
admin,1,1,1,1,BRA,4,29,10,6,7681.26082596
landmark,1,1,1,1,BRA,4,29,20,17,3072.85451814
admin,1,1,1,1,BRA,4,29,75,12,55659693.8112
landmark,1,1,1,1,BRA,4,29,10,17,6145.56987758
admin,1,1,1,1,BRA,4,29,30,6,184355.40756199998
wdpa,1,1,1,1,BRA,4,29,25,12,768.177964251
admin,1,1,1,1,BRA,4,29,0,7,10755.10474
admin,1,1,1,1,BRA,4,29,0,16,3148797.54116
admin,1,1,1,1,BRA,4,29,75,1,30783479.9559
wdpa,1,1,1,1,BRA,4,29,30,5,19204.371292099997
landmark,1,1,1,1,BRA,4,29,0,12,2304.55348839
ifl_2013,1,1,1,1,BRA,4,29,75,2,3074.24947164
wdpa,1,1,1,1,BRA,4,29,15,15,9986.68880477
wdpa,1,1,1,1,BRA,4,29,50,13,24582.5701567
wdpa,1,1,1,1,BRA,4,29,15,4,1536.36428845
admin,1,1,1,1,BRA,4,29,75,5,30214653.5999
admin,1,1,1,1,BRA,4,29,0,10,109844.560198
admin,1,1,1,1,BRA,4,29,15,9,4608.12805193
admin,1,1,1,1,BRA,4,29,0,6,82193.5335137
admin,1,1,1,1,BRA,4,29,30,12,314141.893124
wdpa,1,1,1,1,BRA,4,29,0,15,96024.05375210001
landmark,1,1,1,1,BRA,4,29,0,13,19973.3502646
admin,1,1,1,1,BRA,4,29,30,5,238891.554665
landmark,1,1,1,1,BRA,4,29,15,14,2304.62114611
admin,1,1,1,1,BRA,4,29,0,4,129049.61863800001
landmark,1,1,1,1,BRA,4,29,75,5,818881.729461
landmark,1,1,1,1,BRA,4,29,30,16,48396.9449975
admin,1,1,1,1,BRA,4,29,25,9,9218.29900995
admin,1,1,1,1,BRA,4,29,50,2,1124639.212
admin,1,1,1,1,BRA,4,29,20,1,16131.479043399999
landmark,1,1,1,1,BRA,4,29,50,6,21509.0132315
admin,1,1,1,1,BRA,4,29,50,13,934016.5156899999
wdpa,1,1,1,1,BRA,4,29,0,7,1536.4064479
admin,1,1,1,1,BRA,4,29,20,4,19971.849658900002
admin,1,1,1,1,BRA,4,29,10,5,26114.3737563
wdpa,1,1,1,1,BRA,4,29,75,13,1395789.1464799999
wdpa,1,1,1,1,BRA,4,29,20,17,3072.85451814
wdpa,1,1,1,1,BRA,4,29,30,13,5377.54210364
landmark,1,1,1,1,BRA,4,29,0,1,2304.5044635000004
wdpa,1,1,1,1,BRA,4,29,30,2,9986.693410700002
wdpa,1,1,1,1,BRA,4,29,20,14,6913.88138799
wdpa,1,1,1,1,BRA,4,29,25,17,6913.82225091
admin,1,1,1,1,BRA,4,29,20,5,18434.7332503
ifl_2013,1,1,1,1,BRA,4,29,75,17,143688.165827
landmark,1,1,1,1,BRA,4,29,50,10,76053.2905888
landmark,1,1,1,1,BRA,4,29,25,15,5377.37442096
